created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Feb 28 23:38:46 +0000 2023;1630714157426266117;"Kylian Mbappe performs complete U-turn on Cristiano Ronaldo and Lionel Messi debate. https://t.co/qUuo3tHkEe";2;47;54;1629;en;435225922;1630714157426266117;sportbible;https://twitter.com/sportbible/status/1630714157426266117
Tue Feb 28 23:31:01 +0000 2023;1630712204399112192;"When Lewandowski lost the Ballon D'Or to Messi in 2021, he didn't do this sort of disrespectful nonsense shenanigans on social media, and also didn't make himself look insecure.  And then there's Benzema, taking a page out of Ronaldo's insecurity book.";7;18;76;974;en;1429026737485225984;1630712204399112192;CourageFCB;https://twitter.com/CourageFCB/status/1630712204399112192
Tue Feb 28 23:00:00 +0000 2023;1630704398262317056;"Cristiano Ronaldo's comment on his teammates doing the "sleep" celebration. 😂 https://t.co/Sw2iZDiqNH";2;25;465;12482;en;2427599888;1630704398262317056;TimelineCR7;https://twitter.com/TimelineCR7/status/1630704398262317056
Tue Feb 28 22:52:50 +0000 2023;1630702595055443974;"Can’t even be annoyed by this bizarre tweet from Piers. This Arsenal fan saved our season by helping Ronaldo force his way out of the club. We’ll forever be indebted to him for that interview. Thank you, Piers 🙏";1;25;115;1447;en;19914889;1630702595055443974;R_o_M;https://twitter.com/R_o_M/status/1630702595055443974
Tue Feb 28 22:49:40 +0000 2023;1630701798368354308;"@eurofootcom He's moving like Ronaldo now😂 Never have i seen Messi post his accomplishments in a year he didn't win a ballon d'or or fifa the best😂 Messi finished fifth in rankings despite having the most goals, most assist, won the golden boot, etc buh he never cried about it";2;17;110;1678;en;1048269323381481472;1630700783258697729;Olabosipo9;https://twitter.com/Olabosipo9/status/1630701798368354308
Tue Feb 28 22:43:16 +0000 2023;1630700186300305408;"🚨| Cristiano Ronaldo is now set to receive a Carabao Cup medal from Manchester United.";60;65;130;2333;en;271502261;1630700186300305408;zeeshanxz;https://twitter.com/zeeshanxz/status/1630700186300305408
Tue Feb 28 22:32:55 +0000 2023;1630697583239725057;"Alvaro Fernandez:  "Cristiano Ronaldo is very nice to young players, and is very close to them." https://t.co/rkdSgTSEuN";2;9;130;3687;en;851933132970438656;1630697583239725057;IconicCristiano;https://twitter.com/IconicCristiano/status/1630697583239725057
Tue Feb 28 22:00:01 +0000 2023;1630689302488420353;"How many TOTWs is Ronaldo 🇵🇹 going to accumulate next year then? 😂  2 hat-tricks so far ⚽️ #FIFA23 https://t.co/Zz5bpNMqpn";2;23;11;955;en;1299384374832574464;1630689302488420353;DonkTrading;https://twitter.com/DonkTrading/status/1630689302488420353
Tue Feb 28 21:03:55 +0000 2023;1630675186063228929;"BREAKING: With 10 goalscoring contributions in just 4 matches, Cristiano Ronaldo wins Player of the Month of February in Saudi Arabia 💛 https://t.co/w2gWq0H2Di";0;25;90;1157;en;3363696155;1630675186063228929;slay_jimmy;https://twitter.com/slay_jimmy/status/1630675186063228929
Tue Feb 28 20:25:44 +0000 2023;1630665577369837660;"Do you like Cristiano Ronaldo? Do you like him because he played for Real Madrid?  Vitor Roque: "Not because he played for Madrid, but I like him because of his competitive mentality and his work on physical preparation. For me that is fundamental." https://t.co/XawYP1Tl1T";13;59;90;3408;en;885972982052597761;1630665577369837660;BarcaUniversal;https://twitter.com/BarcaUniversal/status/1630665577369837660
Tue Feb 28 20:19:36 +0000 2023;1630664033647861763;"Cristiano Ronaldo is the only player to win UEFA the best award 3 times   Always earned his awards even with the system against him 🐐 https://t.co/HinbRDtsrt";13;131;481;7214;en;1514045582968598530;1630664033647861763;CFC_Janty;https://twitter.com/CFC_Janty/status/1630664033647861763
Tue Feb 28 20:12:48 +0000 2023;1630662321608482816;"Cristiano Ronaldo is the Saudi Pro League Player of the Month 👏";14;94;178;4615;en;73840916;1630662321608482816;GoalNews;https://twitter.com/GoalNews/status/1630662321608482816
Tue Feb 28 19:45:56 +0000 2023;1630655562659536907;"Cristiano Ronaldo training today. 🔥 https://t.co/if8hqFDmW5";1;9;83;1363;en;2427599888;1630655562659536907;TimelineCR7;https://twitter.com/TimelineCR7/status/1630655562659536907
Tue Feb 28 19:40:00 +0000 2023;1630654066517848064;"Between 1994 and 1999, Ronaldo scored 115 goals in 134 games before his first knee injury. The greatest. https://t.co/EV9LI15xUP";58;83;467;5259;en;872191892;1630654066517848064;90sfootball;https://twitter.com/90sfootball/status/1630654066517848064
Tue Feb 28 19:33:37 +0000 2023;1630652461974208512;"Ronaldo said don’t forget that the king of football is Black https://t.co/RcwFkgvHe9";15;8;148;983;en;45646060;1630652461974208512;_Zeets;https://twitter.com/_Zeets/status/1630652461974208512
Tue Feb 28 18:46:17 +0000 2023;1630640548284383245;"Danny Simpson on Ronaldo changing the course of his date with Miss California  😂🤣😂 https://t.co/fXn7Q33HFp";115;109;383;5737;en;956854606398742528;1630640548284383245;UndrTheCosh;https://twitter.com/UndrTheCosh/status/1630640548284383245
Tue Feb 28 18:38:45 +0000 2023;1630638654249943052;"I hope this boy gets sacked from Man U soon Many better kids in the academy to replace him so he can focus on d!ck riding Ronaldo https://t.co/4qLanHv879";11;234;109;2204;en;1152717715028811776;1630638654249943052;BenopaOnyx1;https://twitter.com/BenopaOnyx1/status/1630638654249943052
Tue Feb 28 18:37:15 +0000 2023;1630638275017752599;"2 months in and Cristiano Ronaldo has already made Al Nassr one of the most popular clubs in the world. https://t.co/Rh4lxCKbj8";50;182;1176;12561;en;2427599888;1630638275017752599;TimelineCR7;https://twitter.com/TimelineCR7/status/1630638275017752599
Tue Feb 28 18:25:14 +0000 2023;1630635251625246720;"Wake me up when Ronaldo gets the streets like this. https://t.co/rNvgqGsI8C";10;46;1103;14973;en;1475690842186604546;1630635251625246720;BlancoYMessiii;https://twitter.com/BlancoYMessiii/status/1630635251625246720
Tue Feb 28 18:15:42 +0000 2023;1630632850990026754;"🚨🚨| BREAKING: Cristiano Ronaldo’s rape accuser go pay $626k for lying and making fraud rape documents and the accusers lawyer go $335k for damages. https://t.co/IeUKILCZm4";38;17;113;580;en;3406224885;1630632850990026754;ManUtdInPidgin;https://twitter.com/ManUtdInPidgin/status/1630632850990026754
Tue Feb 28 17:52:20 +0000 2023;1630626971263860737;"You can keep your rigged awards and trophies. But you will NEVER have Ronaldo’s GOAT aura.  https://t.co/1L4GZWic6k";214;311;167;2426;en;1229600073295618048;1630626971263860737;CristianoXtra_;https://twitter.com/CristianoXtra_/status/1630626971263860737
Tue Feb 28 17:51:11 +0000 2023;1630626684767707137;"Garnacho telling us that rigged awards don't mean anything. Cristiano Ronaldo is the Greatest of all time. https://t.co/i4sS968erW";81;413;2634;36063;en;1431309811807756330;1630626684767707137;MadridPreeti;https://twitter.com/MadridPreeti/status/1630626684767707137
Tue Feb 28 17:49:06 +0000 2023;1630626157493092353;"People surprised Ronaldo is innocent? 😭  She made fake documents, the moment you have to forge documents is when you know it was all to bring him down.";7;37;287;2440;en;1203440012106326017;1630626157493092353;Vettel_AMR;https://twitter.com/Vettel_AMR/status/1630626157493092353
Tue Feb 28 17:28:32 +0000 2023;1630620983815028749;"Since we are all fighting against homosexuality, lemme drop this here 😀😀😀   https://t.co/N2nf29USS4";6;37;109;414;en;1182627845291630594;1630620983815028749;Ghana_Ronaldo;https://twitter.com/Ghana_Ronaldo/status/1630620983815028749
Tue Feb 28 17:26:15 +0000 2023;1630620407022731276;"🚨 Cristiano Ronaldo is the only player to be the Best in three different decades 🐐 https://t.co/fC5R77MaJj";2;46;381;6553;en;1112077071071805442;1630620407022731276;NoodleHairCR7;https://twitter.com/NoodleHairCR7/status/1630620407022731276
Tue Feb 28 17:25:31 +0000 2023;1630620224914440213;"Cristiano Ronaldo wins the Saudi Pro League Player of the Month with no Pre Season. GOAT for a reason🐐 https://t.co/36BT7SGrHs";0;22;93;973;en;1267067442884481027;1630620224914440213;the_marcoli_boy;https://twitter.com/the_marcoli_boy/status/1630620224914440213
Tue Feb 28 17:19:49 +0000 2023;1630618790512738304;"Tears in my eyes, Cristiano Ronaldo is actually bigger than Manchester United 😭 https://t.co/dbj5GDvMCH";4;23;95;1019;en;1396816952392396801;1630618790512738304;EverythingCR7_;https://twitter.com/EverythingCR7_/status/1630618790512738304
Tue Feb 28 17:15:31 +0000 2023;1630617706436214788;"❗️🤩 Cristiano Ronaldo has been named the Saudi Arabian league's best player of the month for February. https://t.co/YTbAS1v3HQ";2;14;270;2628;en;1429936252665618451;1630617706436214788;CR7_PORFC;https://twitter.com/CR7_PORFC/status/1630617706436214788
Tue Feb 28 17:10:45 +0000 2023;1630616506122878981;"Gabriel Menino {Palmeiras player}:  "I spoke to a nutritionist in Palmeiras and asked him to put me on Cristiano Ronaldo's diet, but I was going to die from this diet."  😂😭 https://t.co/c8UFwJACgJ";19;36;330;5379;en;851933132970438656;1630616506122878981;IconicCristiano;https://twitter.com/IconicCristiano/status/1630616506122878981
Tue Feb 28 17:00:46 +0000 2023;1630613993655091217;"Ronaldo's 𝐆𝐎𝐀𝐓 behaviour is rewarded with February's 𝗕𝗲𝘀𝘁 𝗣𝗹𝗮𝘆𝗲𝗿 𝗔𝘄𝗮𝗿𝗱 🐐  #RoshnSaudiLeague | #CR7𓃵 | @AlNassrFC_EN   https://t.co/IeP8GOieys";5;17;244;1204;en;834680656428986368;1630613993655091217;SPL_EN;https://twitter.com/SPL_EN/status/1630613993655091217
Tue Feb 28 17:00:03 +0000 2023;1630613813727838210;"It could be the first time in 7 YEARS that Messi 🇦🇷 &amp  Ronaldo 🇵🇹 are in the same TOTW  🥹  Make it happen #FIFA23 https://t.co/xs0odMb2wZ";13;54;192;9824;en;1299384374832574464;1630613813727838210;DonkTrading;https://twitter.com/DonkTrading/status/1630613813727838210
Tue Feb 28 16:59:48 +0000 2023;1630613752360976390;"🏟️ 4 games ⚽ 8 goals 🅰️ 2 assists  Cristiano Ronaldo has been named the Saudi Pro League Player of the Month for February 🇸🇦🔥 https://t.co/dGa1NpkpGU";2;25;249;5135;en;212315904;1630613752360976390;livescore;https://twitter.com/livescore/status/1630613752360976390
Tue Feb 28 16:57:28 +0000 2023;1630613164801900554;"🇸🇦 Cristiano Ronaldo has been named the Saudi Pro League Player of the Month for February:  🏟️ 4 games ⚽ 8 goals 🅰️ 2 assists https://t.co/a30a2XkWY1";17;56;103;2137;en;462312323;1630613164801900554;Football__Tweet;https://twitter.com/Football__Tweet/status/1630613164801900554
Tue Feb 28 16:55:10 +0000 2023;1630612587858608144;"Cristiano Ronaldo is the Saudi Pro League Player of the Month for February with eight goals and two assists in four games 🎯 https://t.co/GPpciONSRI";205;530;2480;44694;en;1561123663;1630612587858608144;brfootball;https://twitter.com/brfootball/status/1630612587858608144
Tue Feb 28 16:51:00 +0000 2023;1630611537076289536;"BREAKING:  Ronaldo wins the Saudi Pro League Player Of The Month for February.  🇸🇦   Earned, not given.  👏👏 https://t.co/qGRHHA0bCV";3;51;92;1168;en;1198258920185323520;1630611537076289536;laligafrauds;https://twitter.com/laligafrauds/status/1630611537076289536
Tue Feb 28 16:50:36 +0000 2023;1630611438778847232;"These TWO videos will tell you the difference between Messi &amp  Ronaldo.  Messi greets Mbappe who came second but Ronaldo ignored Antoine Griezmann who was his rival then.  https://t.co/jw8AAqZ2N4";37;63;88;1766;en;2161356876;1630611438778847232;SemperFiMessi;https://twitter.com/SemperFiMessi/status/1630611438778847232
Tue Feb 28 16:46:18 +0000 2023;1630610353007521798;"What a start! 🤩  Debut goal ⚽️ Two assists 🪄 Hat-trick 🔥 Super hat-trick 🐐  Ronaldo is the player of February in @SPL 🌟 In his first month with @AlNassrFC 💪 https://t.co/7lQhgwghRb";203;802;7528;71796;en;908749393;1630610353007521798;AlNassrFC_EN;https://twitter.com/AlNassrFC_EN/status/1630610353007521798
Tue Feb 28 16:44:49 +0000 2023;1630609981736206346;"🚨OFFICIAL: Cristiano Ronaldo wins Saudi Pro League POTM 🐐  First of many... https://t.co/wqY1WecPZN";0;10;97;1223;en;1396816952392396801;1630609981736206346;EverythingCR7_;https://twitter.com/EverythingCR7_/status/1630609981736206346
Tue Feb 28 16:43:34 +0000 2023;1630609667276562432;"I don’t think anyone’s more obsessed with Ronaldo than Messi fans. The constant comments under any Ronaldo post is just ridiculous. Lol get a grip";5;40;65;730;en;851933132970438656;1630609667276562432;IconicCristiano;https://twitter.com/IconicCristiano/status/1630609667276562432
Tue Feb 28 16:41:00 +0000 2023;1630609021081120774;"Player of the month 🔥 Ronaldo https://t.co/MIwJxmlEl7";2;55;195;3608;en;1145137598379282432;1630609021081120774;gyaigyimii;https://twitter.com/gyaigyimii/status/1630609021081120774
Tue Feb 28 16:40:44 +0000 2023;1630608955700396036;"BREAKING: Cristiano Ronaldo wins the Saudi Pro League player of the month award for February. https://t.co/fS2ia1tS8q";31;230;861;17394;en;1514045582968598530;1630608955700396036;CFC_Janty;https://twitter.com/CFC_Janty/status/1630608955700396036
Tue Feb 28 16:40:37 +0000 2023;1630608924331089922;"Ronaldo wins AL Nassr player of the month https://t.co/NEy4DNziYq";9;70;165;3352;en;1145137598379282432;1630608924331089922;gyaigyimii;https://twitter.com/gyaigyimii/status/1630608924331089922
Tue Feb 28 16:39:35 +0000 2023;1630608665685409792;"Cristiano Ronaldo wins the Saudi Pro League player of the month award for February.  https://t.co/INQ1ajl78p";14;111;675;12262;en;2427599888;1630608665685409792;TimelineCR7;https://twitter.com/TimelineCR7/status/1630608665685409792
Tue Feb 28 16:38:14 +0000 2023;1630608326315892736;"OFFICIAL:  Cristiano Ronaldo wins the Saudi Pro League Player of the Month award for February.🔥 https://t.co/bRyg8IgSjW";8;52;528;7278;en;1229600073295618048;1630608326315892736;CristianoXtra_;https://twitter.com/CristianoXtra_/status/1630608326315892736
Tue Feb 28 16:33:05 +0000 2023;1630607027545292809;"Cristiano Ronaldo for February   Goal of the week ✅  Team of the week ✅  Player of the month ✅   New league, New country same old Cristiano Ronaldo 🐐🌟 https://t.co/tUeZQowsaa";4;15;216;3030;en;851933132970438656;1630607027545292809;IconicCristiano;https://twitter.com/IconicCristiano/status/1630607027545292809
Tue Feb 28 16:00:01 +0000 2023;1630598707149443072;"When Ronaldinho was Ronaldo! https://t.co/GU4mufM0sF";7;18;67;1042;en;872191892;1630598707149443072;90sfootball;https://twitter.com/90sfootball/status/1630598707149443072
Tue Feb 28 15:38:11 +0000 2023;1630593213906972674;"If you know you know. Ronaldo can never win 👍 https://t.co/7HyAX1zrVb";13;129;144;1618;en;1145137598379282432;1630593213906972674;gyaigyimii;https://twitter.com/gyaigyimii/status/1630593213906972674
Tue Feb 28 15:24:29 +0000 2023;1630589764905709575;"@Cristiano @AlNassrFC_EN @AlNassrFC Ronaldo FC needs you to score another hatrick 🐐 https://t.co/LQ6PtzLlmH";1;18;33;1303;en;1514045582968598530;1630589321890746368;CFC_Janty;https://twitter.com/CFC_Janty/status/1630589764905709575
Tue Feb 28 15:22:06 +0000 2023;1630589166219034625;"Cristiano Ronaldo in Training Today 📷❤ https://t.co/ZL9UU1zBhU";2;12;96;1542;en;2192335506;1630589166219034625;TeamCRonaldo;https://twitter.com/TeamCRonaldo/status/1630589166219034625
Tue Feb 28 14:52:28 +0000 2023;1630581707609894914;"@centredevils ETH when Ronaldo comes to collect the medal https://t.co/tGQbpMdaQR";1;14;42;822;en;1416069884992278532;1630577420100333570;AC_StretfordEnd;https://twitter.com/AC_StretfordEnd/status/1630581707609894914
Tue Feb 28 14:40:39 +0000 2023;1630578732699209728;"Former Man United player claims he "could've been best in world" with "five per cent of Ronaldo's mentality" https://t.co/CaE4HXBQV3";0;18;39;1242;en;435225922;1630578732699209728;sportbible;https://twitter.com/sportbible/status/1630578732699209728
Tue Feb 28 14:37:54 +0000 2023;1630578042807435265;"So the court not only threw out the Ronaldo case, it was stated as a malicious attack on his character using unprofessional lawyer tactics on the pretence of falsified information.   Damage has already been done but alas, a free man.";13;20;225;1726;en;1167234813822193664;1630578042807435265;MikhaeIII;https://twitter.com/MikhaeIII/status/1630578042807435265
Tue Feb 28 14:37:14 +0000 2023;1630577874884329473;"@centredevils I love Ronaldo but he doesn’t deserve it. He didn’t contribute anything to our Cup win";1;26;7;1192;en;1431655980899749889;1630577420100333570;UtdEra_;https://twitter.com/UtdEra_/status/1630577874884329473
Tue Feb 28 14:35:26 +0000 2023;1630577420100333570;"🚨🚨| Cristiano Ronaldo could be awarded a Carabao Cup medal due to the EFL rule should #mufc allow it.";374;553;1386;32738;en;1222239337548435456;1630577420100333570;centredevils;https://twitter.com/centredevils/status/1630577420100333570
Tue Feb 28 14:27:27 +0000 2023;1630575411154522112;"OFFICIAL:  Cristiano Ronaldo wins Suadi Pro League's goal of the Round of 18. 🔥  https://t.co/1jBQPrO5X3";6;50;203;2902;en;1229600073295618048;1630575411154522112;CristianoXtra_;https://twitter.com/CristianoXtra_/status/1630575411154522112
Tue Feb 28 13:43:25 +0000 2023;1630564331225063425;"Cristiano Ronaldo &amp  Sir Alex Ferguson at FIFA The Best Awards 2016. 📸 https://t.co/Xdk6k6OUif";1;24;281;5918;en;2192335506;1630564331225063425;TeamCRonaldo;https://twitter.com/TeamCRonaldo/status/1630564331225063425
Tue Feb 28 13:18:51 +0000 2023;1630558147298598912;"Sad truth about the Ronaldo vs Messi debate is that Ronaldo had to score hattricks vs Atlético Madrid, Bayern, Juventus and other super teams in the UCL, winning all trophies, being top scorer of every competition to win the Ballon D’or, Fifa "THE BEST" and other awards.  [1/3] https://t.co/fRxqkJw7dH";27;168;411;3802;en;1497251001346134017;1630558147298598912;ronaldowarrior;https://twitter.com/ronaldowarrior/status/1630558147298598912
Tue Feb 28 13:16:07 +0000 2023;1630557461169209344;"Ronaldo Nazario:  "Cristiano and Messi made history more than 20 years.  Football and people are grateful for this rivalry." https://t.co/cXNs3EDKSb";1;9;69;1739;en;1229600073295618048;1630557461169209344;CristianoXtra_;https://twitter.com/CristianoXtra_/status/1630557461169209344
Tue Feb 28 13:10:21 +0000 2023;1630556010900332546;"Cristiano Ronaldo with 24 goals in 37 games vs. Marcus Rashford with 24 goals in 36 games. https://t.co/rF5UbmsV6p";26;67;390;4840;en;1396816952392396801;1630556010900332546;EverythingCR7_;https://twitter.com/EverythingCR7_/status/1630556010900332546
Tue Feb 28 12:42:37 +0000 2023;1630549031553314816;"Messi fans are tired of trolling Ronaldo, they’re trolling Messi now😂😂 https://t.co/3BEHW6OXhK";60;155;1322;19808;en;978511668807421952;1630549031553314816;AbjaFCB;https://twitter.com/AbjaFCB/status/1630549031553314816
Tue Feb 28 12:35:35 +0000 2023;1630547261083066368;"Lost his child, slandered by his ex teammates, disrespected by his own manager, benched by his country manager. No player has ever gone through what Cristiano Ronaldo has in 2022. It was always him vs the system. https://t.co/MFVt9kiHdE";11;40;214;2234;en;1358309362331095044;1630547261083066368;nanakostan;https://twitter.com/nanakostan/status/1630547261083066368
Tue Feb 28 12:27:37 +0000 2023;1630545252980346880;"Ronaldo fans think that Tinubu and APC rigging election will distract me from Dr!nking their tears today. I'm warming up! 🤝";1;9;52;574;en;459496578;1630545252980346880;Joshua_Ubeku;https://twitter.com/Joshua_Ubeku/status/1630545252980346880
Tue Feb 28 11:32:53 +0000 2023;1630531482258386944;"@AlbicelesteTalk 2 world cup winners having a chat meanwhile the fraud ronaldo is busy attending boxing fights";1;7;22;857;en;1576602690695884800;1630531152757809153;messinhhoo10;https://twitter.com/messinhhoo10/status/1630531482258386944
Tue Feb 28 11:32:16 +0000 2023;1630531324917235712;"@AlbicelesteTalk The real Ronaldo 🇧🇷👑";0;1;1;766;en;1579466666311917569;1630531152757809153;YuqiXSZ;https://twitter.com/YuqiXSZ/status/1630531324917235712
Tue Feb 28 11:31:35 +0000 2023;1630531152757809153;"Ronaldo: “Congratulations for the World Cup, how beautiful, eh? You deserve it. I’m very happy for you….”  Messi: “It was crazy…”   https://t.co/Ge50w1VgA1";331;198;4110;52761;en;1447233497731674117;1630531152757809153;AlbicelesteTalk;https://twitter.com/AlbicelesteTalk/status/1630531152757809153
Tue Feb 28 11:07:20 +0000 2023;1630525049777143811;"Arsene Wenger on Ronaldo &amp  Messi: “When they will not be there anymore, we will realise what they have given us.”  Well said! 🇫🇷👏  https://t.co/mIq7Nh6H4t";1;2;34;556;en;1299106779918368768;1630525049777143811;TheRealTroopzTV;https://twitter.com/TheRealTroopzTV/status/1630525049777143811
Tue Feb 28 11:04:57 +0000 2023;1630524450419376129;"It costs an eye-watering amount to hire Cristiano Ronaldo for a day according to stunning report 😳 https://t.co/YjQ614OPUI";4;23;60;2148;en;435225922;1630524450419376129;sportbible;https://twitter.com/sportbible/status/1630524450419376129
Tue Feb 28 11:02:23 +0000 2023;1630523803498344449;"7 x Ballon d'Or 7 x FIFA The Best Player Awards 77 x Individual Awards  Ronaldo wears number 7 but Messi made it ICONIC. https://t.co/XDyi9oC2lA";5;17;327;4758;en;2894793029;1630523803498344449;BarcaWorldwide;https://twitter.com/BarcaWorldwide/status/1630523803498344449
Tue Feb 28 11:00:31 +0000 2023;1630523335892140036;"Imagine these 3 versions of Cristiano Ronaldo playing together...🤯 https://t.co/ltoebnl92O";12;71;248;5778;en;2427599888;1630523335892140036;TimelineCR7;https://twitter.com/TimelineCR7/status/1630523335892140036
Tue Feb 28 11:00:18 +0000 2023;1630523280862920704;"Arsène Wenger on Messi and Ronaldo:  "When they will not be there anymore we will realise what they have given us, both of them.  "I always refuse to make a hierarchy because they're two completely different players, who've shown the world for 15 years how great football can be." https://t.co/pO5cMYLpM4";11;12;179;2199;en;21107160;1630523280862920704;ChrisWheatley;https://twitter.com/ChrisWheatley/status/1630523280862920704
Tue Feb 28 10:21:33 +0000 2023;1630513527877255174;"👏🇫🇷 Arsene Wenger on Ronaldo &amp  Messi: "When they will not be there anymore, we will realise what they have given us." https://t.co/tvRcoxVxAx";126;87;2609;27354;en;972530860988788736;1630513527877255174;eurofootcom;https://twitter.com/eurofootcom/status/1630513527877255174
Tue Feb 28 10:08:53 +0000 2023;1630510341875720192;"Ronaldo's Al Nassr teammates in training 😂♥️ https://t.co/09zB6emVCu";1;9;154;3272;en;1229600073295618048;1630510341875720192;CristianoXtra_;https://twitter.com/CristianoXtra_/status/1630510341875720192
Tue Feb 28 10:05:47 +0000 2023;1630509560673849344;"Reporter: Who is the best between Messi and Ronaldo?  🎙Arsène wenger:  When they will not be there anymore we will realise what they have given us, both of them. I always refuse to make a hierarchy on that because, they are two different players. (1/2)  Via/ FIFA";0;23;111;2200;en;2192335506;1630509560673849344;TeamCRonaldo;https://twitter.com/TeamCRonaldo/status/1630509560673849344
Tue Feb 28 10:04:24 +0000 2023;1630509214253686786;"@ESPNFC Ronaldo wears the number 7 Messi owns the number 7  One more reason why Messi is the GOAT🐐";0;6;35;1375;en;1391069150060060674;1630508109264470017;Pulga_Disciple;https://twitter.com/Pulga_Disciple/status/1630509214253686786
Tue Feb 28 10:03:22 +0000 2023;1630508955205087232;"Ronaldo at United to collect his Carabao medal https://t.co/7E9FFySUoX";26;12;72;239;en;1112822256307191809;1630508955205087232;bagofnuts_;https://twitter.com/bagofnuts_/status/1630508955205087232
Tue Feb 28 09:59:33 +0000 2023;1630507994168406016;"Reporter: Who is the best between Messi and Ronaldo?  🎙RONALDO NAZARIO  I'm not sure if this discussion is over, the opinions are divided. These are two huge players that have been making history for over 2 decades. Football is thankful for this and so are the people.";3;22;63;845;en;2192335506;1630507994168406016;TeamCRonaldo;https://twitter.com/TeamCRonaldo/status/1630507994168406016
Tue Feb 28 09:44:36 +0000 2023;1630504228652294145;"Lionel Messi competed with Kaka, then had that long run with Cristiano Ronaldo and is now competing with yet another generation in Mbappé and Haaland at a time his peers have either retired or sort of retired. Extraordinary longevity for the Argentine genius. 3 generations. https://t.co/sCsM78isQh";6;17;164;866;en;115628224;1630504228652294145;Omojuwa;https://twitter.com/Omojuwa/status/1630504228652294145
Tue Feb 28 09:40:21 +0000 2023;1630503158962110464;"Lionel Messi vs Cristiano Ronaldo individual awards  A thread:  First: Main awards for the best player in the world, the most prestigious ones.  Lionel Messi: 1⃣0⃣ Cristiano Ronaldo: 8⃣ https://t.co/qMYG1xZ1bE";17;20;138;697;en;1354958424988147724;1630503158962110464;miacostado;https://twitter.com/miacostado/status/1630503158962110464
Tue Feb 28 09:06:41 +0000 2023;1630494689584349185;"Throwback to when Cristiano Ronaldo for Manchester united sent Wenger's Arsenal packing out of the UCL. Incroyable. https://t.co/Y7TjxrDJoY";39;41;421;3351;en;1481564475715162116;1630494689584349185;lanrrrre;https://twitter.com/lanrrrre/status/1630494689584349185
Tue Feb 28 09:32:06 +0000 2023;1630501086434918403;"At the FIFA best they also tried to bring out the question “Messi or Ronaldo” thinking people will clearly choose Messi since the World Cup. Wenger and Ronaldo (Brazilian) answered in a better way.";1;28;87;878;en;851933132970438656;1630501086434918403;IconicCristiano;https://twitter.com/IconicCristiano/status/1630501086434918403
Tue Feb 28 09:02:22 +0000 2023;1630493601049333761;"@David_Alaba Now Admit Ronaldo is the GOAT before we fully forgive you https://t.co/eCgC61kaxQ";5;66;27;675;en;1267067442884481027;1630482387376144384;the_marcoli_boy;https://twitter.com/the_marcoli_boy/status/1630493601049333761
Tue Feb 28 08:46:07 +0000 2023;1630489512668266496;"Image:Cristiano Ronaldo posts a picture of him holding the Dubai D'or on Instagram.🇵🇹🐪 https://t.co/0ioISgUPrD";7;38;53;1432;en;1408482871266918401;1630489512668266496;LM10_BLAUGRANA;https://twitter.com/LM10_BLAUGRANA/status/1630489512668266496
Tue Feb 28 08:41:26 +0000 2023;1630488334324711430;"❗  Cristiano Ronaldo did not vote for FIFA The Best. Pepe did it instead.  [FIFA’s website] https://t.co/jrqjBdXcRc";9;100;338;7815;en;2192335506;1630488334324711430;TeamCRonaldo;https://twitter.com/TeamCRonaldo/status/1630488334324711430
Tue Feb 28 08:34:47 +0000 2023;1630486660927586305;"From 2008-2015, messi destroyed ronaldo. Since then up until 2018, media, ronaldo &amp  his fans tried to make us believe he had won the debate. Fast forward 2023, messi has sent ronaldo &amp  his fans back to where they always belonged. No way back anymore.  I Am sorry but it's over👍 https://t.co/9ycsUGPeTw";5;11;164;1500;en;1539570670014566401;1630486660927586305;karim9Goatzema;https://twitter.com/karim9Goatzema/status/1630486660927586305
Tue Feb 28 08:31:15 +0000 2023;1630485770673831936;"Cristiano Ronaldo after watching Messi win his 7th FIFA best player award https://t.co/cB1LFQfJKm";20;64;270;1436;en;1070012253511012353;1630485770673831936;footymemes21;https://twitter.com/footymemes21/status/1630485770673831936
Tue Feb 28 08:28:41 +0000 2023;1630485127225638912;"@David_Alaba Real Madrid fans booed Ronaldo, Benzema, Bale etc. and bullied Alaba to explain his vote. The worst fanbase in the world, disgusting…";6;69;185;4312;en;842403655466790914;1630482387376144384;iLatif_;https://twitter.com/iLatif_/status/1630485127225638912
Tue Feb 28 07:52:52 +0000 2023;1630476110075969536;"Benzema shocked Alaba being a snitch and also seeing Kylian Mbappe being robbed for Messi.   Cristiano Ronaldo: https://t.co/Y0xzbR7vKP";5;26;90;468;en;1145311145378635776;1630476110075969536;Kwesi_Plug;https://twitter.com/Kwesi_Plug/status/1630476110075969536
Tue Feb 28 08:05:29 +0000 2023;1630479287387328512;"Votes of Roberto Martinez [Portugal NT Coach] for FIFA THE BEST:  1. Leo Messi 2. Kevin de Bruyne 3. Kylian Mbappe  Exactly proves how Mafia Messi has control over Portugal and made Ronaldo benched in the World Cup so he wouldn't score a hat-trick.  Football is rigged for Messi🤬";2;18;103;1274;en;1543233768978546688;1630479287387328512;Troll_Fotballl;https://twitter.com/Troll_Fotballl/status/1630479287387328512
