created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon Feb 27 09:26:26 +0000 2023;1630137271344148480;"❗  Cristiano Ronaldo is the player with the MOST number of wins in football history (754).  1. Cristiano Ronaldo (754 wins)  2. Casillas (690 wins) 3. Messi (688 wins) https://t.co/47UEJFgguZ";41;145;1733;22989;en;2427599888;1630137271344148480;TimelineCR7;https://twitter.com/TimelineCR7/status/1630137271344148480
Mon Feb 27 08:01:49 +0000 2023;1630115974874554369;"A young Cristiano Ronaldo with the FA Cup trophy, 2004. 🔴 📸 https://t.co/0SFFBf5aYd";2;12;106;1797;en;2192335506;1630115974874554369;TeamCRonaldo;https://twitter.com/TeamCRonaldo/status/1630115974874554369
Mon Feb 27 07:42:21 +0000 2023;1630111077106176000;"Messi and Mbappe the best duo now ❤️🔥…. They will be competing for FIFA the Best award tonight 😀😀🔥 https://t.co/ijrq85m2qC";0;11;92;711;en;1182627845291630594;1630111077106176000;Ghana_Ronaldo;https://twitter.com/Ghana_Ronaldo/status/1630111077106176000
Mon Feb 27 07:34:36 +0000 2023;1630109126889013251;"ESPN: Ronaldo throws violent punches at his son!!! 😆 https://t.co/yKJneuevI1";6;23;93;679;en;1292774848851251200;1630109126889013251;imbrakoby;https://twitter.com/imbrakoby/status/1630109126889013251
Mon Feb 27 07:15:04 +0000 2023;1630104213052178434;"🗣️"Bro was just waiting to leave."  Cristiano Ronaldo's reaction to Jake Paul's loss caught on camera, he looked far from impressed 👀 https://t.co/rFjKWJb3to";19;50;120;4563;en;435225922;1630104213052178434;sportbible;https://twitter.com/sportbible/status/1630104213052178434
Mon Feb 27 07:04:41 +0000 2023;1630101599614844928;"Cristiano Ronaldo has now scored against 268 DIFFERENT goalkeepers .   The most in history 🔥🔥 https://t.co/nauRJrg5zK";1;8;56;716;en;1273235515530186752;1630101599614844928;Cristia82137311;https://twitter.com/Cristia82137311/status/1630101599614844928
Mon Feb 27 06:53:40 +0000 2023;1630098827725221889;"@Desmund_Oris Ronaldo: Great feeling to have scored a goal and two assist. Also the first player to reach 700th club career goals in a very Solid win Let’s go bang more goals 🫡💪🏿";12;48;40;685;en;1158807456836964354;1630094797909245955;Jimmy_unusual;https://twitter.com/Jimmy_unusual/status/1630098827725221889
Mon Feb 27 05:53:14 +0000 2023;1630083618755207173;"League Goals in 2023:  Cristiano Ronaldo: 8 🐐 Messi, neymar and mbappe combined : 8  We are putting up a show! https://t.co/tKv6A76xCA";37;276;545;8660;en;2192335506;1630083618755207173;TeamCRonaldo;https://twitter.com/TeamCRonaldo/status/1630083618755207173
Mon Feb 27 05:23:37 +0000 2023;1630076163388321794;"Cristiano Ronaldo dominated English Football like none other that they hate him so much for it.😂 https://t.co/a0kPnN8F9S";0;9;158;2630;en;2192335506;1630076163388321794;TeamCRonaldo;https://twitter.com/TeamCRonaldo/status/1630076163388321794
Mon Feb 27 05:05:18 +0000 2023;1630071554523422720;"@markgoldbridge You could have literally used arsenal but you went after Ronaldo when he’s literally won so much for united. 🐀";1;28;54;1515;en;851933132970438656;1629959250188414976;IconicCristiano;https://twitter.com/IconicCristiano/status/1630071554523422720
Mon Feb 27 04:22:48 +0000 2023;1630060858339647488;"Luiz Gustavo:  "Cristiano Ronaldo lives in good spirits in his new life in Saudi Arabia with Al-Nassr." https://t.co/45ITITVbv0";1;8;166;3903;en;1229600073295618048;1630060858339647488;CristianoXtra_;https://twitter.com/CristianoXtra_/status/1630060858339647488
Mon Feb 27 02:48:18 +0000 2023;1630037076090712068;"Yes we prefer Wout Weghorst over Ronaldo who doesn’t whine like a baby when he’s on the bench or subbed on and plays when he’s told to. You’re obsessed with United. Keep crying 😭😭😭";1;17;45;571;en;1001120556;1630037076090712068;appy_desai;https://twitter.com/appy_desai/status/1630037076090712068
Mon Feb 27 01:33:35 +0000 2023;1630018272950358017;"Cristiano Ronaldo with the Sports minister of Saudi Arabia Abdulaziz bin Turki Al Saud ♥️ https://t.co/S4A7eibbnw";6;7;232;5494;en;1229600073295618048;1630018272950358017;CristianoXtra_;https://twitter.com/CristianoXtra_/status/1630018272950358017
Mon Feb 27 01:24:24 +0000 2023;1630015962740322304;"Ronaldo was a flop at Juve for 100 goals in 3 seasons but Messi who averages about 0.4 goals a game they say ‘scores everywhere he goes’";4;33;293;1726;en;1138840827399155714;1630015962740322304;bothgoats;https://twitter.com/bothgoats/status/1630015962740322304
